bookID,title,authors,average_rating,publication_date,publisher,available
4987,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,4.16,4/7/2005,Harry N. Abrams,1
4988,The Clicking of Cuthbert,P.G. Wodehouse,3.93,11/3/2006,Hard Press,1
4989,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,4.01,4/12/2004,Harry N. Abrams,1
4990,Ukridge,P.G. Wodehouse,3.89,9/15/2003,Harry N. Abrams,1
4991,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,11/1/2000,Touchstone,1
4992,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,4.32,11/3/2006,Hard Press,1
4993,Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,4.18,10/23/2002,Harry N. Abrams,1
4994,Mr. Mulliner Speaking,P.G. Wodehouse,4.01,3/3/2005,Everyman Library / Overlook Press,1
4995,Laughing Gas,P.G. Wodehouse,3.89,1/1/2002,Harry N. Abrams,1
4996,The Adventures of Sally,P.G. Wodehouse,3.78,5/29/2008,BiblioLife,1
4997,Meet Mr. Mulliner,P.G. Wodehouse,4.06,5/13/2002,Harry N. Abrams,1
4998,Eggs  Beans  and Crumpets,P.G. Wodehouse,4.11,10/27/2000,Overlook Press,1
4999,A Damsel in Distress,P.G. Wodehouse,4.08,11/3/2006,rbooks,1
5000,Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,4.24,4/15/2004,Everyman,1
5001,The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,4.41,6/19/2007,Everyman's Library,1
5002,The World of Mr. Mulliner,P.G. Wodehouse,4.32,7/29/1999,Penguin Books Ltd,1
5003,Cocktail Time,P.G. Wodehouse,4.13,10/21/2004,Harry N. Abrams,1
5004,The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,4.24,1/1/1993,Signet Book,1
5005,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,4.17,9/12/2002,Everyman,1
5006,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,4.32,9/20/2001,Everyman's Library,1
5007,Piccadilly Jim,P.G. Wodehouse,4.02,10/21/2004,Harry N. Abrams,1
5008,Joy in the Morning (Jeeves  #8),P.G. Wodehouse,4.34,3/14/2002,Everyman,1
5009,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,9/20/2001,Everyman,1
5010,Indiscretions of Archie,P.G. Wodehouse,3.87,5/1/2000,Classic Books,1
5011,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,9/9/2003,Laurel Leaf Library,1
5012,The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,4.09,9/9/2003,Laurel Leaf,1
5013,The Eyes of the Dragon,Stephen King/David Palladini,3.93,12/8/1987,Signet Book,1
5014,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,4.09,1/1/1970,Macmillan Publishing Company/Collier Books,1
5015,Lolita,Vladimir Nabokov/John Ray Jr.,3.89,6/13/1997,Vintage International,1
5016,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville/Kathryn Hewitt,4.11,3/10/2003,Dial,1
5017,Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,3.74,1/1/2004,Simon Schuster,1
5018,Romeo and Juliet,William Shakespeare/Rex Gibson,3.74,8/1/2005,Cambridge University Press,1
5019,Romeo and Juliet,William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,3.74,10/23/1997,Naxos Audiobooks,1
5020,Ohio Class (Silent Service #5),H. Jay Riker,3.84,7/25/2006,Avon,1
5021,Seawolf Class (Silent Service #3),H. Jay Riker,3.96,7/30/2002,Avon Books,1
5022,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick/William L. Simon/Steve Wozniak,3.76,10/17/2003,Wiley,1
5023,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,3.49,10/1/2004,Harvard Business Review Press,1
5024,A Theory of Fun for Game Design,Raph Koster/Will Wright,3.94,11/6/2004,Paraglyph Press,1
5025,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,5,6/1/2004,Boosey & Hawkes Inc,1
5026,The Pillow Book,Sei Shōnagon/Ivan Morris,4.02,12/30/1991,Columbia University Press,1
5027,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,3.77,10/15/1998,St. Martin's Griffin,1
5028,The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,4.18,12/16/2002,Harcourt,1
5029,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft/Blaise Pascal,4.37,9/1/1993,Ignatius Press,1
5030,Jacques the Fatalist,Denis Diderot/David Coward,3.84,9/16/1999,Oxford University Press,1
5031,Jacques der Fatalist und sein Herr,Denis Diderot,3.84,1/1/1972,Reclam  Ditzingen,1
5032,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,3.6,1/18/1993,Dover Publications,1
5033,Rameau's Nephew / D'Alembert's Dream,Denis Diderot/Leonard Tancock,3.67,10/28/1976,Penguin Books,1
5034,Theory of Colours,Johann Wolfgang von Goethe/Deane B. Judd,4.06,3/15/1970,MIT Press,1
5035,Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,3.82,3/1/1999,Penguin Books,1
5036,War and Peace,Leo Tolstoy,4.11,5/9/1999,Konemann,1
5037,War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,4.11,1/19/2006,Viking Adult,1
5038,A Savage War of Peace: Algeria  1954-1962,Alistair Horne,4.23,10/10/2006,New York Review of Books,1
5039,War and Peace,Leo Tolstoy/Constance Garnett/A.N. Wilson,4.11,7/9/2002,Modern Library,1
5040,War and Peace,Leo Tolstoy/Orlando Figes/Anthony Briggs,4.11,12/1/2006,Penguin Books,1
5041,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,4.16,2/27/2007,Plume,1
5042,Great Expectations,Charles Dickens,3.77,1/13/1994,Penguin Books,1
5043,Great Expectations,Charles Dickens/Linda Jennings,3.77,6/1/1995,Puffin Books,1
5044,Oliver Twist,Charles Dickens,3.86,12/30/2002,Dover Publications,1
5045,Oliver Twist,Charles Dickens/Fred Kaplan,3.86,12/17/1992,W.W. Norton & Company,1
5046,Oliver Twist,Charles Dickens/George Cruikshank/Jill Muller,3.86,10/25/2004,Barnes  Noble Classics,1
5047,The Nibelungenlied,Unknown/A.T. Hatto,3.87,8/26/2004,Penguin Classics,1
5048,Gargantua and Pantagruel,François Rabelais/Thomas Urquhart/Pierre Le Motteux,3.71,5/10/1994,Alfred A. Knopf  Inc.,1
5049,Gargantua and Pantagruel,François Rabelais/M.A. Screech,3.71,10/26/2006,Penguin Classics,1
5050,Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche/Walter Kaufmann,4.01,12/17/1989,Vintage,1
5051,Phenomenology of Perception,Maurice Merleau-Ponty/Colin Smith,4.15,5/3/2005,Routledge,1
5052,Introduction to Phenomenology,Dermot Moran,4.18,2/5/2000,Routledge,1
5053,Introduction to Phenomenology,Robert Sokolowski,3.98,1/27/2000,Cambridge University Press,1
5054,The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger/Albert Hofstadter,4.29,8/1/1988,Indiana University Press,1
5055,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,4,2/16/2006,Cosimo Classics,1
5056,Experimental Phenomenology: An Introduction,Don Ihde,3.73,6/30/1986,State University of New York Press,1
5057,Critique of Pure Reason,Immanuel Kant/J.M.D. Meiklejohn,3.94,11/17/2003,Dover Publications,1
5058,Critique of Pure Reason,Immanuel Kant/Paul Guyer/Allen W. Wood,3.94,2/28/1999,Cambridge University Press,1
5059,Critique of Pure Reason,Immanuel Kant/Werner S. Pluhar/Patricia Kitcher/James W. Ellington,3.94,12/1/1996,Hackett Publishing Company  Inc.,1
5060,Critique of Pure Reason,Immanuel Kant/Marcus Weigelt/F. Max Müller,3.94,11/29/2007,Penguin Books Ltd,1
5061,Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant/Humphrey Palmer,3.94,1/1/1992,Edwin Mellen Press,1
5062,The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,Jonathan Clements/Helen McCarthy,4.04,11/1/2006,Stone Bridge Press,1
5063,Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche/Richard T. Gray,4.06,1/1/2000,Stanford University Press,1
5064,Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,4.06,11/3/2006,Penguin,1
5065,The Picture of Dorian Gray,Oscar Wilde,4.08,10/10/2005,Wildside Press,1
5066,The Picture of Dorian Gray,Oscar Wilde,4.08,1/1/2005,Digireads.com,1
5067,Haussmann  or the Distinction,Paul La Farge,3.65,10/2/2002,Picador,1
5068,The Artist of the Missing,Paul La Farge/Stephen Alcorn,3.58,6/4/1999,Farrar  Strauss & Giroux-3pl,1
5069,Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,3.71,3/20/2007,Multnomah,1
5070,Kentucky Straight: Stories,Chris Offutt,4.03,10/27/1992,Vintage,1
5071,Out of the Woods,Chris Offutt,4.05,2/22/2000,Simon  Schuster,1
5072,No Heroes: A Memoir of Coming Home,Chris Offutt,3.87,4/2/2003,Simon  Schuster,1
5073,The Castle Keeps,Andrew J. Offutt,3.57,7/30/1972,Berkley,1
5074,Conan: Sword of Skelos,Andrew J. Offutt,3.94,2/18/2002,Tor Fantasy,1
5075,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934",Anaïs Nin/Rupert Pole/Gunther Stuhlmann,3.99,10/1/1992,Houghton Mifflin Harcourt,1
5076,"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",Anaïs Nin,4.13,7/22/1996,Mariner Books,1
5077,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02,4/1/1976,Mariner Books,1
5078,Anaïs Nin: A Biography,Deirdre Bair,3.99,7/1/1996,Penguin Books,1
5079,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin/Gunther Stuhlmann,4.13,5/15/1995,Houghton Mifflin Harcourt,1
5080,The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin/Gunther Stuhlmann,4.13,11/3/1977,Mariner Books,1
5081,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin/Gunther Stuhlmann,4.23,11/1/1996,Houghton Mifflin,1
5082,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,3/22/1985,Mariner Books,1
5083,Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.9,12/31/1986,Houghton Mifflin Harcourt P,1
5084,Flowers for Algernon,Daniel Keyes,4.12,5/1/2005,Harvest Books,1
5085,Flowers for Algernon,Daniel Keyes,4.12,3/31/1989,Heinemann,1
5086,Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,Daniel Keyes,4.06,2/14/2004,Challenge Press  Inc./Challcrest Press,1
5087,Jane Eyre,Charlotte Brontë,4.12,3/1/2001,Manesse Verlag,1
5088,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.11,12/5/2004,Wordsworth Editions,1
5089,The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,12/15/2003,Barnes  Noble Classics,1
5090,The Lost Years of Merlin,T.A. Barron,3.98,7/2/2002,Ace,1
5091,The Mirror of Merlin,T.A. Barron,4.06,7/30/2002,Ace,1
5092,The Wings of Merlin,T.A. Barron,4.11,1/28/2003,Ace,1
5093,El Club Dante,Matthew Pearl/Vicente Villacampa,3.38,3/1/2006,Planeta Publishing,1
5094,El club Dante,Matthew Pearl/Vicente Villacampa,3.38,8/30/2004,Seix Barral,1
5095,Gone with the Wind,Margaret Mitchell,4.29,4/1/1999,Warner Books,1
5096,The Wind Done Gone,Alice Randall,3.07,4/8/2002,Mariner Books,1
5097,Utopia,Thomas More/Clarence H. Miller,3.53,2/8/2001,Yale University Press,1
5098,Utopia,Thomas More/Paul Turner,3.53,5/6/2003,Penguin Classics,1
5099,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,10/15/1993,Tanglewood,1
5100,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,2/1/1990,Bantam,1
5101,Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,4.21,11/26/1996,Zondervan,1
5102,Shake Hands with the Devil,Roméo Dallaire,4.24,2/3/2005,Arrow,1
5103,In the Name of Love and Other True Cases (Crime Files  #4),Ann Rule,4.04,1/1/1998,Pocket Books,1
5104,The Rule of Four,Ian Caldwell/Dustin Thomason,3.23,6/28/2005,Dell Publishing Company,1
5105,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46,11/1/2005,Disinformation Books,1
5106,Time For Kids: Butterflies!,David Bjerklie,3.97,2/21/2006,HarperCollins,1
5107,Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,3.9,11/26/2003,W. W. Norton & Company,1
5108,Macbeth,William Shakespeare/Kenneth Muir,3.9,1/31/1997,Bloomsbury Arden Shakespeare,1
5109,Macbeth,William Shakespeare/Roma Gill,3.9,1/20/2005,Oxford University Press,1
5110,Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,3.84,1/1/2003,Warner Books,1
5111,The Best of the Journal of Irreproducible Results,George H. Scherr/Richard Liebmann-Smith,4.32,1/10/1989,Workman Publishing Company,1
5112,The Spy Who Loved Me (James Bond  #10),Ian Fleming,3.4,9/2/2003,Penguin Books,1
5113,Conversations with Jerzy Kosinski,Jerzy Kosiński/Tom Teicholz,3.69,5/1/1993,University Press of Mississippi,1
5114,Frankenstein Makes a Sandwich,Adam Rex,4.21,9/1/2006,Harcourt,1
5115,Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,5/1/2004,Pocket Books,1
5116,Frankenstein,Mary Wollstonecraft Shelley/J. Paul Hunter,3.79,12/17/1995,W. W. Norton & Company,1
5117,Mary Shelley: Her Life  Her Fiction  Her Monsters,Anne K. Mellor,3.9,12/15/1989,Routledge,1
5118,The Faerie Queene: Books I to III,Edmund Spenser/Douglas Brooks-Davies,3.79,11/15/1993,Everyman Paperbacks,1
5119,The Faerie Queene,Edmund Spenser,3.56,6/1/2001,Wordsworth Editions,1
5120,To the Lighthouse,Virginia Woolf/Eudora Welty,3.78,12/27/1989,Harcourt,1
5121,The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf/Anne Olivier Bell/Quentin Bell,4.32,5/15/1979,Mariner Books,1
5122,The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.5,9/30/1985,Mariner Books,1
5123,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.42,9/14/1981,Mariner Books,1
5124,A Room of One's Own,Virginia Woolf,4.14,1/1/2000,Penguin Books,1
5125,Dr. Faustus,Christopher Marlowe,3.8,10/20/1994,Dover Publications,1
5126,The Complete Plays,Christopher Marlowe/Robert Lindsey/Frank Romany,4.07,11/27/2003,Penguin Classics,1
5127,Doctor Faustus and Other Plays,Christopher Marlowe/Eric Rasmussen/David Bevington,3.98,5/7/1998,Oxford University Press,1
5128,Cyrano de Bergerac,Edmond Rostand/Brian Hooker/Walter Hampden,4.06,11/1/1950,Bantam Classics,1
5129,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,1/21/1994,Grove Press,1
5130,King Lear,William Shakespeare/Stanley Wells,3.91,4/12/2001,Oxford University Press  USA,1
5131,King Lear  Macbeth  Indefinition  and Tragedy,Stephen  Booth,4.11,6/1/2002,Cybereditions Corp,1
5132,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,3.79,7/1/2003,HMH Books for Young Readers,1
5133,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,3.79,4/1/1994,Turtleback Books,1
5134,The Cay (The Cay  #1),Theodore Taylor,3.76,4/8/2003,Laurel Leaf,1
5135,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Kate Summerscale/Joe Carstairs,3.69,6/1/1999,Penguin Books,1
5136,Everest: Mountain Without Mercy,Broughton Coburn/David Breashears/Tim Cahill,4.03,4/1/2003,National Geographic,1
5137,The Summit (Everest  #3),Gordon Korman,3.96,10/1/2002,Scholastic Paperbacks,1
5138,Everest: Expedition to the Ultimate,Reinhold Messner,3.93,9/1/1999,Baton Wicks,1
5139,Everything on a Waffle (Coal Harbour #1),Polly Horvath,3.72,9/8/2004,Sunburst,1
5140,Summer of my German Soldier,Bette Greene,3.68,4/20/2006,Puffin Books,1
5141,Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum/William Shakespeare,3.89,10/1/2005,Oxford University Press  USA,1
5142,By Myself and Then Some,Lauren Bacall,3.95,10/31/2006,It Books,1
5143,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.22,2/3/2004,Harper Perennial,1
5144,The Mercy of Thin Air,Ronlyn Domingue,3.83,6/20/2006,Washington Square Press,1
5145,Thin Air (Spenser  #22),Robert B. Parker/David Dukes,3.9,4/1/1996,G.P. Putnam's Sons,1
5146,Princess Sultana's Daughters,Jean Sasson,3.89,6/1/1994,Doubleday Books,1
5147,The State of the Art,Iain M. Banks,3.84,8/1/2005,Night Shade,1
5148,Excession (Culture  #5),Iain M. Banks,4.21,6/13/1996,Orbit,1
5149,The Player of Games (Culture  #2),Iain M. Banks,4.27,2/1/1997,HarperPrism,1
5150,Feersum Endjinn,Iain M. Banks,3.82,6/1/1995,Spectra/Bantam Books (NYC),1
5151,Use of Weapons,Iain M. Banks,4.18,3/1/1992,Bantam Books (NY),1
5152,Le Sens du vent,Iain M. Banks,4.2,9/30/2002,Robert Laffont,1
5153,Two Girls  Fat and Thin,Mary Gaitskill,3.64,2/27/1998,Simon  Schuster,1
5154,Three Novels & Five Short Stories,Daphne du Maurier,4.12,12/12/1988,Random House Value Publishing,1
5155,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,3.76,11/1/2000,Penguin Books (NYC),1
5156,Galileo's Daughter,Dava Sobel,3.76,9/15/2000,Fourth Estate Ltd,1
5157,Shop in the Name of Love (The Cheetah Girls #2),Deborah Gregory/Paul Mantell,3.64,9/15/1999,Jump at the Sun,1
5158,Shopgirl,Steve Martin,3.43,9/11/2000,Hyperio,1
5159,The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,David Bodanis,4.16,11/1/1993,Touchstone Books,1
5160,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis/Ralph L. Fowler,4.09,9/1/2000,Walker Books,1
5161,The Botany of Desire: A Plant's Eye View of the World,Michael Pollan,4.06,3/1/2006,Bloomsbury Publishing PLC,1
5162,Meeting God at Every Turn,Catherine Marshall,4.36,9/1/2002,Chosen Books,1
5163,My Life,Bill Clinton,3.73,6/22/2004,Knopf Publishing Group,1
5164,My Life  Volume I: The Early Years,Bill Clinton,3.82,5/31/2005,Vintage,1
5165,Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,3.63,5/1/2000,iBooks,1
5166,Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland/Ted Sennett,3.92,5/1/1976,Pyramid Books,1
5167,Alentejo Blue,Monica Ali,2.72,6/20/2006,Scribner Book Company,1
5168,Brick Lane,Monica Ali,3.41,6/2/2004,Scribner,1
5169,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,10/1/1995,Simon & Schuster,1
5170,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein/Charlie Conrad,3.9,6/1/1999,Harmony,1
5171,One More For The Road,Ray Bradbury,3.69,4/7/2003,Earthlight,1
5172,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,3.68,10/3/2006,Free Press,1
5173,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,9/12/2006,Knopf,1
5174,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,3.62,5/1/1999,Penguin Books,1
5175,The World's Last Night: And Other Essays,C.S. Lewis,4.18,11/4/2002,Mariner Books,1
5176,Last Night: Stories,James Salter,3.9,3/14/2006,Vintage,1
5177,The Last Night of Ballyhoo,Alfred Uhry,3.71,10/1/1997,Theatre Communications Group,1
5178,Civilization and Its Discontents,Sigmund Freud/Louis Menand,3.78,1/17/2005,W. W. Norton  Company,1
5179,Civilization and Its Discontents,Sigmund Freud/James Strachey,3.78,12/1/1961,W.W. Norton & Company  Inc. (NY),1
5180,I  Claudius (Claudius  #1),Robert Graves,4.27,10/23/1989,Vintage,1
5181,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,7/23/2002,Harper Perennial,1
5182,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,4.16,3/15/1993,Harvard University Press,1
5183,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,4.24,7/25/2003,Quest Books,1
5184,Sanctuary,William Faulkner,3.64,12/6/1993,Vintage,1
5185,The Portable Faulkner,William Faulkner/Malcolm Cowley,4.29,2/25/2003,Penguin Books,1
5186,One Matchless Time: A Life of William Faulkner,Jay Parini,3.97,6/14/2005,Harper Perennial,1
5187,The Guermantes Way (In Search of Lost Time  #3),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.3,11/3/1998,The Modern Library New York,1
5188,The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust/Mark Treharne/Christopher Prendergast,4.3,5/31/2005,Penguin Classics,1
5189,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/Christopher Prendergast/John Sturrock,4.35,11/1/2005,Penguin Classics,1
5190,In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.57,6/29/2001,Everyman's Library,1
5191,The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.39,2/16/1999,Modern Library,1
5192,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,10/2/2003,Penguin,1
5193,The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust/Lydia Davis/Christopher Prendergast,4.14,10/2/2003,Penguin Classics,1
5194,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,4.56,9/2/2003,Princeton University Press,1
5195,Dostoevsky,Richard Freeborn,3.76,10/1/2005,Haus Publishing,1
5196,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,4.51,11/21/1988,Princeton University Press,1
5197,Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben,3.57,5/13/1997,Charles Scribner's Sons,1
5198,Problems of Dostoevsky's Poetics,Mikhail Bakhtin/Caryl Emerson,4.34,6/21/1984,University Of Minnesota Press,1
5199,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,1/21/1987,Princeton University Press,1
5200,The Possessed,Fyodor Dostoyevsky/Constance Garnett/Elizabeth Dalton,4.27,2/1/2005,Barnes & Noble,1
5201,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,1/6/2005,Barnes  Noble Classics,1
5202,Money,Martin Amis,3.71,4/7/2005,Vintage,1
5203,House of Meetings,Martin Amis,3.41,1/16/2007,Alfred A. Knopf,1
5204,The Rachel Papers,Martin Amis,3.59,9/29/1992,Vintage,1
5205,Yellow Dog,Martin Amis,2.79,1/4/2005,Vintage,1
5206,Success,Martin Amis,3.66,4/3/1991,Vintage,1
5207,Koba the Dread: Laughter and the Twenty Million,Martin Amis,3.83,9/9/2003,Vintage,1
5208,Dead Babies,Martin Amis,3.32,4/3/1991,Vintage,1
5209,Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,3.81,10/18/1989,Mariner Books,1
5210,Virginia Woolf: A Biography,Quentin Bell,4.17,3/20/1974,Mariner Books,1
5211,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,12/12/2003,Cliffs Notes,1
5212,Orlando,Virginia Woolf,3.87,9/28/2000,Penguin Classics,1
5213,The Common Reader,Virginia Woolf/Andrew McNeillie,4.16,11/4/2002,Mariner Books,1
5214,A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,4.14,8/1/2005,Mariner Books,1
5215,Women and Writing,Virginia Woolf/Michèle Barrett,4.07,3/31/2003,A Harvest Book/Harcourt  Inc.,1
5216,Flush,Virginia Woolf/Trekkie Ritchie,3.83,10/4/1976,Mariner Books,1
5217,Virginia Woolf,Hermione Lee,4.26,10/5/1999,Vintage,1
5218,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.48,9/30/1982,Mariner Books,1
5219,On Being Ill,Virginia Woolf/Hermione Lee,4.02,10/1/2002,Paris Press,1
5220,The Years,Virginia Woolf,3.77,2/28/2002,Penguin Classics,1
5221,The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.41,5/15/1981,Mariner Books,1
5222,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,3.87,7/3/2006,Mariner Books,1
5223,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift/Lynd Ward,4.26,11/1/2003,Houghton Mifflin Company,1
5224,The Eagle (The Lighthouse Family  #3),Cynthia Rylant/Preston McDaniels,4.08,10/1/2005,Beach Lane Books,1
5225,The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,4.18,9/1/2003,Beach Lane Books,1
5226,The Art of Maurice Sendak,Selma G. Lanes,4.43,9/1/1998,Harry N. Abrams,1
5227,The Poet  the Warrior  the Prophet,Rubem A. Alves,4.43,9/28/2002,SCM Press,1
5228,The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,3.95,10/25/2005,Overlook TP,1
5229,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,4.28,8/27/2002,Del Rey Books,1
5230,The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),David Eddings,4.39,8/27/2002,Del Rey,1
5231,The Younger Gods (The Dreamers  #4),David Eddings/Leigh Eddings,3.34,3/1/2007,Grand Central Publishing,1
5232,The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),David Eddings,4.34,8/30/2005,Del Rey,1
5233,The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5),David Eddings,4.36,8/30/2005,Del Rey,1
5234,Polgara the Sorceress,David Eddings/Leigh Eddings,4.09,12/26/1998,Del Rey Books,1
5235,Mistress of Magic (The Mists of Avalon  #1),Marion Zimmer Bradley/Davina Porter,4.12,4/1/1993,Recorded Books,1
5236,The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,3.86,4/1/1995,Roc,1
